tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2017,2,30599,31453,"Birmingham, AL","Houston, TX",10599,12191,BHM,HOU,570,145,241.4,WN,0.9408,238.68,WN,0.9408,238.68,"Birmingham, AL
(33.522859, -86.807705)","Houston, TX
(29.760803, -95.369506)",201721059912191BHMHOU
Table 1a,2017,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,188,287.74,WN,0.3828,263.42,WN,0.3828,263.42,"Albuquerque, NM
(35.084248, -106.649241)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721014010721ABQBOS
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,66,203.69,WN,0.9086,198.26,WN,0.9086,198.26,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014010800ABQBUR
Table 1a,2017,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,ABQ,BWI,1670,281,289.25,WN,0.9309,283.78,WN,0.9309,283.78,"Albuquerque, NM
(35.084248, -106.649241)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721014010821ABQBWI
Table 1a,2017,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11259,ABQ,DAL,580,300,204.65,WN,0.9996,204.62,WN,0.9996,204.62,"Albuquerque, NM
(35.084248, -106.649241)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721014011259ABQDAL
Table 1a,2017,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,1670,227,297.23,AA,0.3832,316.73,WN,0.3789,265.92,"Albuquerque, NM
(35.084248, -106.649241)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721014011278ABQDCA
Table 1a,2017,2,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,ABQ,DFW,580,241,212.23,AA,0.9831,212.75,AA,0.9831,212.75,"Albuquerque, NM
(35.084248, -106.649241)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721014011298ABQDFW
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,1861,119,290.4,UA,0.403,292.8,WN,0.2366,249.38,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014011618ABQEWR
Table 1a,2017,2,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,ABQ,HOU,759,206,253.34,WN,0.9808,252.21,WN,0.9808,252.21,"Albuquerque, NM
(35.084248, -106.649241)","Houston, TX
(29.760803, -95.369506)",201721014012191ABQHOU
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,1861,7,351.34,DL,0.5909,354.9,UA,0.1061,264,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014012197ABQHPN
Table 1a,2017,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,ABQ,IAD,1670,90,300.06,UA,0.5583,292.95,UA,0.5583,292.95,"Albuquerque, NM
(35.084248, -106.649241)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721014012264ABQIAD
Table 1a,2017,2,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,759,88,282.18,UA,0.8683,280.88,AA,0.1104,280.77,"Albuquerque, NM
(35.084248, -106.649241)","Houston, TX
(29.760803, -95.369506)",201721014012266ABQIAH
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,1861,11,275.05,WN,0.9808,267.59,WN,0.9808,267.59,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014012391ABQISP
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,ABQ,JFK,1861,199,222.99,B6,0.9012,211.93,B6,0.9012,211.93,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014012478ABQJFK
Table 1a,2017,2,31066,30325,"Columbus, OH","Denver, CO",11066,11292,CMH,DEN,1154,569,189.95,WN,0.3817,221.52,F9,0.334,97.57,"Columbus, OH
(39.962649, -82.996216)","Denver, CO
(39.738453, -104.984853)",201721106611292CMHDEN
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,677,705,164.3,WN,0.5873,160.24,WN,0.5873,160.24,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014012892ABQLAX
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,1861,191,241.49,WN,0.4243,216.89,WN,0.4243,216.89,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014012953ABQLGA
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,677,11,198.42,AA,0.4845,241.35,WN,0.4433,148.74,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014012954ABQLGB
Table 1a,2017,2,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,ABQ,MDW,1121,192,252.38,WN,0.992,252.32,WN,0.992,252.32,"Albuquerque, NM
(35.084248, -106.649241)","Chicago, IL
(41.775002, -87.696388)",201721014013232ABQMDW
Table 1a,2017,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,27,314.88,WN,0.9383,302.25,WN,0.9383,302.25,"Albuquerque, NM
(35.084248, -106.649241)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721014013296ABQMHT
Table 1a,2017,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,896,390,224.99,WN,0.9701,223.94,WN,0.9701,223.94,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721014013796ABQOAK
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,73,203.96,WN,0.8045,194.17,WN,0.8045,194.17,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014013891ABQONT
Table 1a,2017,2,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,ABQ,ORD,1121,148,296.56,AA,0.6326,298.97,UA,0.3289,288.67,"Albuquerque, NM
(35.084248, -106.649241)","Chicago, IL
(41.775002, -87.696388)",201721014013930ABQORD
Table 1a,2017,2,30140,30466,"Albuquerque, NM","Phoenix, AZ",10140,14107,ABQ,PHX,328,662,171.83,WN,0.8092,169.73,WN,0.8092,169.73,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",201721014014107ABQPHX
Table 1a,2017,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,28,338.22,WN,0.7852,325.36,WN,0.7852,325.36,"Albuquerque, NM
(35.084248, -106.649241)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721014014307ABQPVD
Table 1a,2017,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,896,128,244.91,UA,0.3993,253.17,WN,0.3752,233.48,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721014014771ABQSFO
Table 1a,2017,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,ABQ,SJC,896,112,222.95,WN,0.737,215.21,WN,0.737,215.21,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721014014831ABQSJC
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,677,103,213.9,WN,0.7388,203.41,WN,0.7388,203.41,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014014908ABQSNA
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,15070,ABQ,SWF,1861,1,434.34,AA,0.875,447.96,DL,0.125,339,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014015070ABQSWF
Table 1a,2017,2,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,ACY,FLL,977,386,89.59,NK,1,89.59,NK,1,89.59,"Atlantic City, NJ
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721015811697ACYFLL
Table 1a,2017,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,10800,ALB,BUR,2468,7,291.24,WN,0.9394,292.12,UA,0.0303,290,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721025710800ALBBUR
Table 1a,2017,2,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,10821,ALB,BWI,325,230,184.9,WN,0.9866,184.62,WN,0.9866,184.62,"Albany, NY
(42.651242, -73.755418)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721025710821ALBBWI
Table 1a,2017,2,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,11278,ALB,DCA,325,236,175.21,AA,0.9884,175.16,AA,0.9884,175.16,"Albany, NY
(42.651242, -73.755418)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721025711278ALBDCA
Table 1a,2017,2,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,11697,ALB,FLL,1225,469,149.7,WN,0.5133,153.13,B6,0.4326,137.93,"Albany, NY
(42.651242, -73.755418)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721025711697ALBFLL
Table 1a,2017,2,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,6,171.57,UA,0.9655,167.97,UA,0.9655,167.97,"Albany, NY
(42.651242, -73.755418)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721025712264ALBIAD
Table 1a,2017,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12892,ALB,LAX,2468,158,322.6,WN,0.3312,289.82,WN,0.3312,289.82,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721025712892ALBLAX
Table 1a,2017,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12954,ALB,LGB,2468,1,317.82,WN,0.8,231.02,WN,0.8,231.02,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721025712954ALBLGB
Table 1a,2017,2,30257,30977,"Albany, NY","Chicago, IL",10257,13232,ALB,MDW,723,95,257.66,WN,0.9722,256.25,WN,0.9722,256.25,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",201721025713232ALBMDW
Table 1a,2017,2,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,13303,ALB,MIA,1225,30,251.66,AA,0.6051,251.76,AA,0.6051,251.76,"Albany, NY
(42.651242, -73.755418)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721025713303ALBMIA
Table 1a,2017,2,30257,32457,"Albany, NY","San Francisco, CA (Metropolitan Area)",10257,13796,ALB,OAK,2559,34,320.75,WN,0.9678,319.8,WN,0.9678,319.8,"Albany, NY
(42.651242, -73.755418)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721025713796ALBOAK
Table 1a,2017,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,13891,ALB,ONT,2468,14,342.5,WN,0.7398,301.07,WN,0.7398,301.07,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721025713891ALBONT
Table 1a,2017,2,30257,30977,"Albany, NY","Chicago, IL",10257,13930,ALB,ORD,723,248,257.85,UA,0.6677,253.97,UA,0.6677,253.97,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",201721025713930ALBORD
Table 1a,2017,2,30257,32457,"Albany, NY","San Francisco, CA (Metropolitan Area)",10257,14771,ALB,SFO,2559,132,334.96,UA,0.4858,351.95,WN,0.1992,278.73,"Albany, NY
(42.651242, -73.755418)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721025714771ALBSFO
Table 1a,2017,2,30257,32457,"Albany, NY","San Francisco, CA (Metropolitan Area)",10257,14831,ALB,SJC,2559,40,346.71,WN,0.5874,323.69,WN,0.5874,323.69,"Albany, NY
(42.651242, -73.755418)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721025714831ALBSJC
Table 1a,2017,2,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,14908,ALB,SNA,2468,42,327.08,WN,0.4,300.02,WN,0.4,300.02,"Albany, NY
(42.651242, -73.755418)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721025714908ALBSNA
Table 1a,2017,2,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,15304,ALB,TPA,1130,346,203.27,WN,0.8532,198.84,WN,0.8532,198.84,"Albany, NY
(42.651242, -73.755418)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721025715304ALBTPA
Table 1a,2017,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,323,206,179.02,WN,0.992,178.96,WN,0.992,178.96,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721027911259AMADAL
Table 1a,2017,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,323,119,208.64,AA,0.976,208.27,AA,0.976,208.27,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721027911298AMADFW
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2926,154.64,DL,0.4798,185.44,B6,0.3013,121.34,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039710721ATLBOS
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,29,342.95,WN,0.5768,309.55,WN,0.5768,309.55,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039710800ATLBUR
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,577,1940,162.36,WN,0.4867,146.57,WN,0.4867,146.57,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039710821ATLBWI
Table 1a,2017,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,554,369,133.83,DL,0.5691,146.9,WN,0.3981,112.88,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721039710874ATLCAK
Table 1a,2017,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,554,808,152.37,DL,0.7549,164.55,NK,0.0892,76.92,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721039711042ATLCLE
Table 1a,2017,2,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,447,771,185.1,DL,0.6721,194.39,WN,0.3005,159.17,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Columbus, OH
(39.962649, -82.996216)",201721039711066ATLCMH
Table 1a,2017,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,731,1123,161.16,WN,0.6397,152.75,WN,0.6397,152.75,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721039711259ATLDAL
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,577,2598,187.29,DL,0.5533,216.31,WN,0.264,130.88,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039711278ATLDCA
Table 1a,2017,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,731,2283,177.61,AA,0.4751,176.42,AA,0.4751,176.42,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721039711298ATLDFW
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,1955,241.71,UA,0.4736,223.32,UA,0.4736,223.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039711618ATLEWR
Table 1a,2017,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2653,128.24,DL,0.624,137.15,NK,0.1128,88.22,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721039711697ATLFLL
Table 1a,2017,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,696,1010,171.39,WN,0.6372,157.1,WN,0.6372,157.1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Houston, TX
(29.760803, -95.369506)",201721039712191ATLHOU
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,795,397,239.49,DL,0.9638,238.59,DL,0.9638,238.59,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712197ATLHPN
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,577,1045,172.74,DL,0.4382,211.49,WN,0.2355,111.36,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039712264ATLIAD
Table 1a,2017,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,696,1044,177.67,DL,0.4172,203.18,NK,0.1052,91.86,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Houston, TX
(29.760803, -95.369506)",201721039712266ATLIAH
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,795,31,213.14,WN,0.8445,206.5,WN,0.8445,206.5,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712391ATLISP
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,795,666,227.66,DL,0.9012,231.12,B6,0.0312,159.82,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712478ATLJFK
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,3435,256.38,DL,0.4141,327.28,WN,0.2045,204.54,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039712892ATLLAX
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,795,4696,200.28,DL,0.5426,227.34,WN,0.1873,153.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712953ATLLGA
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,8,303.65,WN,0.4493,227.05,WN,0.4493,227.05,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039712954ATLLGB
Table 1a,2017,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,606,1607,153.95,WN,0.6514,141.45,WN,0.6514,141.45,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Chicago, IL
(41.775002, -87.696388)",201721039713232ATLMDW
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,129,194.44,DL,0.6491,182.41,DL,0.6491,182.41,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039713296ATLMHT
Table 1a,2017,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,594,2072,142.78,DL,0.6074,147.22,AA,0.3575,138.66,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721039713303ATLMIA
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,2139,350,272.14,WN,0.6828,265.35,WN,0.6828,265.35,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039713796ATLOAK
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,130,307.45,WN,0.447,270.71,UA,0.1162,249.11,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039713891ATLONT
Table 1a,2017,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,606,2534,172.32,DL,0.4223,190.43,AA,0.2564,161.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Chicago, IL
(41.775002, -87.696388)",201721039713930ATLORD
Table 1a,2017,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,13931,ATL,ORF,516,345,245.99,DL,0.8536,247.28,UA,0.0191,181.86,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721039713931ATLORF
Table 1a,2017,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,14098,ATL,PHF,516,79,226.92,DL,0.9306,227.41,AA,0.0542,220.71,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721039714098ATLPHF
Table 1a,2017,2,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,1587,1392,204.51,DL,0.4841,222.27,WN,0.2334,198.16,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Phoenix, AZ
(30.406931, -87.217578)",201721039714107ATLPHX
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,326,204,DL,0.7904,203.39,WN,0.1132,191.61,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039714307ATLPVD
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,2139,1559,327.85,DL,0.5498,379.69,F9,0.108,149.09,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039714771ATLSFO
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,310,349.18,DL,0.6902,368.31,WN,0.1412,279.92,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039714831ATLSJC
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,9,289.01,WN,0.9375,289.59,WN,0.9375,289.59,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042312391AUSISP
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,393,354.67,DL,0.7622,369.1,AA,0.108,298.4,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039714908ATLSNA
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,15070,ATL,SWF,795,13,219.41,DL,0.5246,226.9,AA,0.4672,210.41,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039715070ATLSWF
Table 1a,2017,2,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10397,15304,ATL,TPA,406,1740,151.72,DL,0.5776,169.51,WN,0.3644,127.9,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721039715304ATLTPA
Table 1a,2017,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,836,272.09,WN,0.3636,256.13,WN,0.3636,256.13,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721042310721AUSBOS
